impl,dtype,B,H,Hff,L,total_ms,total_std_ms,stage1_ms,stage2_ms,tflops,err_out_rel_l2,err_rel_max_norm,err_max_rel_elem
eager,bf16,1,1024,4096,2048,0.13328319936990737,0.0007919883475089278,0.13351040035486222,0.03811520077288151,386.6924548304067,0.003324739320252379,0.0036465558214742897,3128.133056640625
fused_single,bf16,1,1024,4096,2048,0.1393888011574745,0.0007556714453536313,0.10891520008444786,0.03820159994065762,369.75429248274486,0.0033231828991810617,0.0036465558214742897,3005.0771484375
eager,bf16,2,1024,4096,2048,0.24831359684467316,0.0016661018773612068,0.24740799963474275,0.06431039944291114,415.11707942629823,0.0033210536525629195,0.004100228591183494,3467.952880859375
fused_single,bf16,2,1024,4096,2048,0.28967040181159975,0.0011626908789258473,0.2102047994732857,0.06327679976820946,355.8500090424918,0.003319998832385086,0.004100228591183494,3467.952880859375
fused_batched,bf16,2,1024,4096,2048,0.24161279946565628,0.0008744359360726379,0.192774398624897,0.061424000188708305,426.6297784387538,0.003319998832385086,0.004100228591183494,3467.952880859375
fused_broadcast,bf16,2,1024,4096,2048,0.2418016016483307,0.0007697824966477064,0.1927167996764183,0.05897279977798462,426.29665974634634,0.0033223408312669962,0.004046978840534148,194347.140625
eager,bf16,4,1024,4096,2048,0.4335936069488525,0.0017223170850981136,0.43313599824905397,0.10927679911255836,475.464644552102,0.0033255126647798072,0.0037136443501640756,12628.3330078125
fused_single,bf16,4,1024,4096,2048,0.5302879989147187,0.0025972440514565364,0.38318080008029937,0.10878720059990883,388.76691652445743,0.0033243770241324134,0.0037136443501640756,12116.3330078125
fused_batched,bf16,4,1024,4096,2048,0.4547936022281647,0.0011837673448990527,0.359075203537941,0.1087231993675232,453.30107811097287,0.0033243770241324134,0.0037136443501640756,12116.3330078125
fused_broadcast,bf16,4,1024,4096,2048,0.4524511992931366,0.0010733063817399665,0.3590847969055176,0.10602560117840767,455.6478809871226,0.003322208496665498,0.004195889024199428,32953.18359375
eager,bf16,8,1024,4096,2048,0.8215839982032775,0.003793409731916761,0.8380576014518738,0.2100415989756584,501.8560017206956,0.0033234360022100233,0.0038234524712231137,12567.0771484375
fused_single,bf16,8,1024,4096,2048,1.0967680096626282,0.0024050153430192943,0.8037919998168945,0.207388798892498,375.93808059995376,0.0033223117721774215,0.00403555123654423,11785.455078125
fused_batched,bf16,8,1024,4096,2048,0.9109920024871826,0.0010891708611587578,0.7245824038982391,0.20700799971818923,452.6020637835415,0.0033223117721774215,0.00403555123654423,11785.455078125
fused_broadcast,bf16,8,1024,4096,2048,0.9161152005195617,0.0008420962266997449,0.7245919942855835,0.2023967981338501,450.0709738056527,0.0033231764063419563,0.0038071497695786756,15543.134765625
eager,bf16,16,1024,4096,2048,1.6947808265686035,0.03424593334169361,1.7251263976097106,0.4038463979959488,486.57248648583254,0.0033249894834813227,0.004317600257157611,53075.9296875
fused_single,bf16,16,1024,4096,2048,2.2552576065063477,0.02825148103309603,1.5991135954856872,0.3900256037712097,365.6494577173612,0.0033237150370939534,0.004317600257157611,51229.84375
fused_batched,bf16,16,1024,4096,2048,1.8031903862953187,0.001518326561548652,1.479753589630127,0.39628160297870635,457.31927537957995,0.0033237150370939534,0.004317600257157611,51229.84375
fused_broadcast,bf16,16,1024,4096,2048,1.8417824029922485,0.000845035991980737,1.4781216144561768,0.3917344033718109,447.7367790528677,0.0033236215082796247,0.0038890269299869445,828836.625
eager,bf16,32,1024,4096,2048,3.429196810722351,0.1156927909779019,3.776796793937683,0.9041087985038757,480.94861062132685,0.0033244622858164203,0.004209190410726191,1450531.25
fused_single,bf16,32,1024,4096,2048,4.729449510574341,0.23785831881896213,3.271283197402954,0.7613856017589569,348.7229196498419,0.003323325988750996,0.004209190410726191,1389364.25
fused_batched,bf16,32,1024,4096,2048,3.7440128326416016,0.04316169123062979,3.061839985847473,0.7724096000194549,440.50795640578866,0.003323325988750996,0.004209190410726191,1389364.25
fused_broadcast,bf16,32,1024,4096,2048,3.8047679901123046,0.018697470955381056,3.0455168008804323,0.7449663996696472,433.4738533203752,0.0033224304387351965,0.003988626301263834,173398.328125
eager,bf16,1,2048,8192,128,0.0769535981118679,0.0008730777562081409,0.07593920007348061,0.03019840009510517,167.43728953737994,0.003321444478956091,0.0036187891248524048,538.32470703125
fused_single,bf16,1,2048,8192,128,0.07252480015158654,0.0012896712166942232,0.04781120009720326,0.029961600340902804,177.66201163007457,0.0033220726579186893,0.0036187891248524048,553.7398071289062
eager,bf16,2,2048,8192,128,0.11527040004730224,0.000858754393228227,0.11488000079989433,0.041254399716854094,223.5595934899604,0.0033248725962227855,0.0035949924222361254,1952.0765380859375
fused_single,bf16,2,2048,8192,128,0.1326112002134323,0.0009201123449825803,0.08955840021371841,0.0403807993978262,194.32599761200072,0.003323639644997934,0.0035416012170238873,1890.400390625
fused_batched,bf16,2,2048,8192,128,0.09112319871783256,0.0008861939154476319,0.06126080006361008,0.04043519981205464,282.80179074702437,0.003323639644997934,0.0035416012170238873,1890.400390625
fused_broadcast,bf16,2,2048,8192,128,0.07881600111722946,0.0009356309078268488,0.05579519979655743,0.03241920024156571,326.9615739279956,0.003328223805732698,0.0037236726002789974,990.8666381835938
eager,bf16,4,2048,8192,128,0.1911871999502182,0.0015470129969149939,0.19040320217609405,0.06182719990611076,269.57666394727266,0.0033181744570280657,0.004379820400407236,598015.0
fused_single,bf16,4,2048,8192,128,0.23392000198364257,0.0016419079554000117,0.16723840236663817,0.06189760006964207,220.33005777592302,0.00331790109589207,0.004379820400407236,618495.0
fused_batched,bf16,4,2048,8192,128,0.16361600160598755,0.001035601061935007,0.11042559891939163,0.06179840043187142,315.003465713062,0.00331790109589207,0.004379820400407236,618495.0
fused_broadcast,bf16,4,2048,8192,128,0.1344127982854843,0.0017512972155101592,0.0991359993815422,0.042585599794983865,383.44270939537415,0.003311009482340648,0.003883279353308834,4905.8583984375
eager,bf16,8,2048,8192,128,0.3490367978811264,0.0013290311398732385,0.3495424002408981,0.11065599992871285,295.3247787332335,0.0033250231437566805,0.0038789868100072033,3750.698486328125
fused_single,bf16,8,2048,8192,128,0.43821760416030886,0.0015940841267840554,0.3179008036851883,0.11077120006084443,235.22381147036606,0.00332471326985231,0.0038789868100072033,3798.1884765625
fused_batched,bf16,8,2048,8192,128,0.30974080264568327,0.0009271035161724631,0.20886399894952773,0.11053759902715683,332.7918511979634,0.00332471326985231,0.0038789868100072033,3798.1884765625
fused_broadcast,bf16,8,2048,8192,128,0.23412159979343414,0.0009597686312869602,0.18615679889917375,0.05638399980962276,440.2806712193448,0.0033182611448594685,0.004066926383883688,2836.34423828125
eager,bf16,16,2048,8192,128,0.6761663973331451,0.0014650120755502712,0.6761920034885407,0.20663999915122985,304.8930426313782,0.003319177956506796,0.004309399810947098,2137.57275390625
fused_single,bf16,16,2048,8192,128,0.8641983985900878,0.002061562265424772,0.6277311980724335,0.20749439895153046,238.5545154264818,0.003318582530584091,0.004309399810947098,2109.43359375
fused_batched,bf16,16,2048,8192,128,0.6007455945014953,0.000952272076839183,0.40478719472885133,0.20635519921779633,343.17093973709837,0.003318582530584091,0.004309399810947098,2109.43359375
fused_broadcast,bf16,16,2048,8192,128,0.45598719716072084,0.000617783967869608,0.36572799980640414,0.10306559950113296,452.11451438040217,0.00331928926036262,0.004641247118344797,7502.919921875
eager,bf16,32,2048,8192,128,1.3116416096687318,0.0023783148510295353,1.3101087927818298,0.3999200016260147,314.35176909349093,0.0033200582059128582,0.004172021610904514,6871.70947265625
fused_single,bf16,32,2048,8192,128,1.704416000843048,0.002895895056731669,1.2468096017837524,0.398988801240921,241.9109303198617,0.0033194021541470917,0.004172021610904514,7003.8388671875
fused_batched,bf16,32,2048,8192,128,1.1940063834190369,0.0024044884863459338,0.8103776037693023,0.4005407989025116,345.32215752090946,0.0033194021541470917,0.004172021610904514,7003.8388671875
fused_broadcast,bf16,32,2048,8192,128,0.9082239985466003,0.001861924266298878,0.7273151934146881,0.21168959885835648,453.98146390738026,0.0033199724855282947,0.0043264844665040145,57776.15625
eager,bf16,1,2048,8192,512,0.12536960020661353,0.001151584189971899,0.12486719936132432,0.039526399970054624,411.10131536720945,0.0033236101851748037,0.00460285007730678,1090.8843994140625
fused_single,bf16,1,2048,8192,512,0.13946559727191926,0.001118733184039322,0.10715199932456017,0.040108800679445264,369.5506889165796,0.003322239420897922,0.00460285007730678,1122.151611328125
eager,bf16,2,2048,8192,512,0.2199967995285988,0.0016554590206973071,0.20903680026531218,0.0622783999890089,468.5487030942015,0.0033241782069108818,0.00418340611187941,15785.5849609375
fused_single,bf16,2,2048,8192,512,0.26590400338172915,0.001210678322357837,0.19881919920444488,0.06236159987747669,387.65574716082966,0.0033231830682420075,0.00418340611187941,16285.09765625
fused_batched,bf16,2,2048,8192,512,0.24037120044231414,0.0004758826319259175,0.19045119732618332,0.06251519992947578,428.83346638166677,0.0033231830682420075,0.00418340611187941,16285.09765625
fused_broadcast,bf16,2,2048,8192,512,0.24077439904212952,0.0007437326829008573,0.1934880018234253,0.05837120003998279,428.11534579290424,0.0033184734206632397,0.0034692396496015256,1885.1412353515625
eager,bf16,4,2048,8192,512,0.386870402097702,0.002074553898828383,0.3820480018854141,0.10825920030474663,532.8875744697983,0.003320743906287627,0.003909059542595468,46693.3984375
fused_single,bf16,4,2048,8192,512,0.4837568044662476,0.0013961707006482048,0.3617664039134979,0.11039680019021034,426.1613031685717,0.0033203680519667995,0.003898448631784948,47239.53515625
fused_batched,bf16,4,2048,8192,512,0.4436800003051758,0.0008544012512307946,0.3489472001791,0.11077120080590248,464.6556754106526,0.0033203680519667995,0.003898448631784948,47239.53515625
fused_broadcast,bf16,4,2048,8192,512,0.45213119983673095,0.0016195377557532572,0.3581663966178894,0.10748800113797188,455.97036940261114,0.003321169899224221,0.004492168530362644,22414.1328125
eager,bf16,8,2048,8192,512,0.7356224119663238,0.0025092223484018024,0.7339648067951202,0.20316800028085708,560.5006776695046,0.0033219518351716207,0.0038560199254767578,17013.875
fused_single,bf16,8,2048,8192,512,1.0667840123176575,0.025245693388717596,0.7952767968177795,0.21484480202198028,386.5045366776868,0.003321425498291227,0.0038560199254767578,16935.11328125
fused_batched,bf16,8,2048,8192,512,0.9674304008483887,0.001401981888096115,0.7600480020046234,0.21930560022592543,426.1979570358948,0.003321425498291227,0.0038560199254767578,16935.11328125
fused_broadcast,bf16,8,2048,8192,512,0.9638496041297913,0.000632141288309602,0.7610015988349914,0.21449919939041137,427.781324647904,0.003321525015304392,0.004181551097426854,25381.994140625
eager,bf16,16,2048,8192,512,1.5604000091552734,0.006654319487826971,1.5961567878723144,0.441974401473999,528.4758497780435,0.0033200329816568514,0.004117660473672534,1933313.0
fused_single,bf16,16,2048,8192,512,2.1883968114852905,0.041877097943684834,1.6285952091217042,0.40473919808864595,376.82092959745796,0.003319609539518904,0.004117660473672534,1966081.0
fused_batched,bf16,16,2048,8192,512,1.7543327927589416,0.001162579646462211,1.48128000497818,0.4162272036075592,470.0554673752318,0.003319609539518904,0.004117660473672534,1966081.0
fused_broadcast,bf16,16,2048,8192,512,1.8631551861763,0.01921938515974553,1.4667423963546753,0.4098911970853806,442.6006630850606,0.0033187759088499137,0.0040365461340952855,73014.6484375
eager,bf16,32,2048,8192,512,3.0303072214126585,0.047090789585049524,3.299711990356445,0.8757535994052887,544.2575030049759,0.0033209413841574294,0.00400912591672601,68984.265625
fused_single,bf16,32,2048,8192,512,4.146470355987549,0.02703165998563173,3.140131211280823,0.7828863978385925,397.7521361710544,0.003320646448288758,0.00400912591672601,67144.65625
fused_batched,bf16,32,2048,8192,512,3.615724802017212,0.13950948348939224,2.9964319705963134,0.8205503940582275,456.1374363291902,0.003320646448288758,0.00400912591672601,67144.65625
fused_broadcast,bf16,32,2048,8192,512,3.6532032012939455,0.019827465288156584,2.954038453102112,0.7952671945095062,451.45789894190335,0.0033207650302801415,0.0040413285193053195,96717.453125
eager,bf16,1,2048,8192,2048,0.41967039704322817,0.011238182815119287,0.4293119996786118,0.12010880038142205,491.23891430151224,0.0033216097243829136,0.003742200186856981,12173.3623046875
fused_single,bf16,1,2048,8192,2048,0.5138047933578491,0.002951847365424361,0.38098559677600863,0.11165440008044243,401.23882235644504,0.0033210046817727283,0.003742200186856981,12027.2939453125
eager,bf16,2,2048,8192,2048,0.7648447990417481,0.0017499255408470994,0.7441887974739074,0.20649599879980088,539.0856562436978,0.0033182574771424274,0.003771809389980382,28673.0
fused_single,bf16,2,2048,8192,2048,0.9723744094371796,0.004219710511873901,0.7341439962387085,0.2025407999753952,424.0309662763063,0.0033175153755038503,0.003771809389980382,26625.0
fused_batched,bf16,2,2048,8192,2048,0.8874080061912537,0.0010789978518252038,0.697001600265503,0.20034880042076111,464.6305392100978,0.0033175153755038503,0.003771809389980382,26625.0
fused_broadcast,bf16,2,2048,8192,2048,0.879750394821167,0.004256752669510413,0.6902751982212066,0.19681599885225295,468.67482281700427,0.0033173715293685524,0.004039798674554301,42541.9140625
eager,bf16,4,2048,8192,2048,1.4221952080726623,0.0013774425914005312,1.457321584224701,0.4048192024230957,579.8315984691941,0.0033190793146908914,0.0040515156411271075,181133.21875
fused_single,bf16,4,2048,8192,2048,2.037507176399231,0.0034798770164452724,1.5377535939216613,0.4033279985189438,404.72678103118517,0.00331884069218233,0.0040515156411271075,171120.78125
fused_batched,bf16,4,2048,8192,2048,1.8331584095954896,0.0015040966986459526,1.442848014831543,0.3972927987575531,449.84313222225364,0.00331884069218233,0.0040515156411271075,171120.78125
fused_broadcast,bf16,4,2048,8192,2048,1.7962623953819274,0.00498099565920626,1.4277695894241333,0.39403200149536133,459.0831066508317,0.0033210006285569692,0.00458703959660331,151508.953125
eager,bf16,8,2048,8192,2048,2.9579807996749876,0.07873191621062899,3.104207992553711,0.8283007979393006,557.5652965175486,0.003319596223681902,0.0045257687873497526,44789.421875
fused_single,bf16,8,2048,8192,2048,4.025625610351563,0.009838266165604221,3.072617602348328,0.7786655962467194,409.6922071995581,0.0033191958708313615,0.0045257687873497526,43801.44140625
fused_batched,bf16,8,2048,8192,2048,3.6245728015899656,0.10657085858464949,2.8986143827438355,0.7764256060123443,455.0239523235752,0.0033191958708313615,0.0045257687873497526,43801.44140625
fused_broadcast,bf16,8,2048,8192,2048,3.628275203704834,0.038724058482444264,2.8700191974639893,0.7310240030288696,454.559632075299,0.0033182386029287636,0.004065776479840064,25341.5859375
eager,bf16,16,2048,8192,2048,5.795244741439819,0.10895324245407294,5.954684829711914,1.7206080079078674,569.1795654014924,0.0033200772305947675,0.003846101607102601,104114.9296875
fused_single,bf16,16,2048,8192,2048,7.662550449371338,0.2752576289343282,5.7152575016021725,1.5382400035858155,430.47480145447173,0.00331957407880169,0.003673175755567981,104114.9296875
fused_batched,bf16,16,2048,8192,2048,7.09008641242981,0.1569199342048461,5.825248050689697,1.566755211353302,465.23197200322625,0.00331957407880169,0.003673175755567981,104114.9296875
fused_broadcast,bf16,16,2048,8192,2048,7.143145561218262,0.048538950305753316,5.561392021179199,1.511574399471283,461.77623780152055,0.003319627584943431,0.00421280098931635,69754.6640625
eager,bf16,32,2048,8192,2048,12.336886596679687,0.5518887162088306,11.964086532592773,3.2433791875839235,534.7434877476718,0.0033201169460398096,0.004005669127458096,410129.53125
fused_single,bf16,32,2048,8192,2048,15.354220867156982,0.14371614001968827,11.752028846740723,3.096892809867859,429.65838668943974,0.0033196220143509128,0.004005669127458096,395331.0625
fused_batched,bf16,32,2048,8192,2048,14.801062393188477,0.5201716094981852,10.885321521759034,3.121881604194641,445.71596223336,0.0033196220143509128,0.004005669127458096,395331.0625
fused_broadcast,bf16,32,2048,8192,2048,14.719718551635742,0.5326039314531849,10.995692729949951,3.1025471925735473,448.1790696957922,0.003320445683780056,0.0042298754234158095,1119574.375
eager,fp32,1,1024,4096,128,0.07257919907569885,0.0006218677287693471,0.0719200000166893,0.026755200140178202,44.38221298970684,0.0,0.0,0.0
fused_single,fp32,1,1024,4096,128,0.06699839904904366,0.0005059763386531629,0.04575680010020733,0.026422400400042532,48.07914096039852,5.001696682825714e-07,3.74189578385817e-06,0.0025183428078889847
eager,fp32,2,1024,4096,128,0.1295520022511482,0.0013283529815588744,0.12917760014533997,0.051817599684000015,49.728686797991195,0.0,0.0,0.0
fused_single,fp32,2,1024,4096,128,0.13560960292816163,0.0009346344037911746,0.08453439995646476,0.04724800027906895,47.507335799905334,2.0241707619005857e-07,1.655774486488576e-06,0.013202379457652569
fused_batched,fp32,2,1024,4096,128,0.07752640023827553,0.0006252619443314498,0.043795200437307356,0.04700480028986931,83.10009137789555,2.0241707619005857e-07,1.655774486488576e-06,0.013202379457652569
fused_broadcast,fp32,2,1024,4096,128,0.06952959969639778,0.0006571567816460385,0.04259839989244938,0.032918399944901464,92.65767345319223,3.4417583641624537e-07,3.800177862269561e-06,0.0036138358991593122
eager,fp32,4,1024,4096,128,0.17403520047664642,0.0014487971543411051,0.17383999973535538,0.07246719971299172,74.03618263840256,0.0,0.0,0.0
fused_single,fp32,4,1024,4096,128,0.21560959964990617,0.0008978764224505091,0.14454399794340134,0.06832320168614388,59.76033492442696,2.470197402359458e-07,3.410910496290179e-06,0.002221230650320649
fused_batched,fp32,4,1024,4096,128,0.12405759990215301,0.0012828231893453927,0.06544639989733696,0.07092800065875053,103.86225348678848,2.470197402359458e-07,3.410910496290179e-06,0.002221230650320649
fused_broadcast,fp32,4,1024,4096,128,0.10394880026578904,0.0004846469871461456,0.06358719915151596,0.05050880052149296,123.95431072849617,1.5088994160851082e-07,1.9626420652781886e-06,0.00501025328412652
eager,fp32,8,1024,4096,128,0.25175040364265444,0.0014252518745968036,0.2513056010007858,0.09332479909062386,102.362512246768,0.0,0.0,0.0
fused_single,fp32,8,1024,4096,128,0.3597440004348755,0.0018443144724138805,0.26175680160522463,0.09174079969525337,71.63372771984591,2.7641047917547554e-07,3.284939058320872e-06,0.01126315351575613
fused_batched,fp32,8,1024,4096,128,0.19555200189352034,0.0009400009701638064,0.11609599962830544,0.09160640016198159,131.77980039310395,2.7641047917547554e-07,3.284939058320872e-06,0.01126315351575613
fused_broadcast,fp32,8,1024,4096,128,0.16310079991817475,0.0006165401827638356,0.11070399954915047,0.06174400001764298,157.99924824972243,1.3840536653393082e-07,1.6867038173480794e-06,0.0020056073553860188
eager,fp32,16,1024,4096,128,0.4117855966091156,0.001580832075242571,0.41177280247211456,0.12444800063967705,125.16126833091634,0.0,0.0,0.0
fused_single,fp32,16,1024,4096,128,0.661951994895935,0.0021151173356019643,0.5165951967239379,0.12422719970345497,77.86003811364372,3.8881143631968116e-07,6.229963146742939e-06,0.6950396299362183
fused_batched,fp32,16,1024,4096,128,0.32975360155105593,0.0017791795999583817,0.21453120112419127,0.12431040108203888,156.2973302173929,3.8881143631968116e-07,6.229963146742939e-06,0.6950396299362183
fused_broadcast,fp32,16,1024,4096,128,0.2558976024389267,0.0007656015004248076,0.20087359994649887,0.0671039991080761,201.40715294235943,3.757540687911888e-07,7.927627555527369e-06,0.02301855757832527
eager,fp32,32,1024,4096,128,0.7774239957332612,0.0014225728596041452,0.7784927964210511,0.23071999847888947,132.59072998740714,0.0,0.0,0.0
fused_single,fp32,32,1024,4096,128,1.287830412387848,0.014906779145563284,0.9886431992053986,0.23085760027170182,80.04098529780354,3.090805367245473e-07,6.116961972955187e-06,0.061110928654670715
fused_batched,fp32,32,1024,4096,128,0.6300895988941193,0.0017147791553035732,0.41096960604190824,0.2307904005050659,163.594535261201,3.090805367245473e-07,6.116961972955187e-06,0.061110928654670715
fused_broadcast,fp32,32,1024,4096,128,0.4980736017227173,0.0008703364044082633,0.38401919901371,0.12694720178842545,206.95578875787368,2.9271569085568526e-07,3.6071607190297748e-06,0.09712516516447067
eager,fp32,1,1024,4096,512,0.10904959961771965,0.0009044427665329566,0.10900800004601478,0.04938880018889904,118.15634292256779,0.0,0.0,0.0
fused_single,fp32,1,1024,4096,512,0.1016255997121334,0.0006401431576830559,0.06313600093126297,0.049609600380063054,126.78795426052115,3.8456523447090773e-07,3.488863296906667e-06,0.02621389925479889
eager,fp32,2,1024,4096,512,0.18775359988212587,0.0013946076695647866,0.18684479892253875,0.06544959992170334,137.25331387615796,0.0,0.0,0.0
fused_single,fp32,2,1024,4096,512,0.1911295995116234,0.000947208856984584,0.11877119839191437,0.06348159983754158,134.82895292956877,1.6111024225509953e-07,1.829183406144632e-06,0.049320872873067856
fused_batched,fp32,2,1024,4096,512,0.16158719956874848,0.0006547988032637858,0.10968000069260597,0.06357119902968407,159.47923996935194,1.6111024225509953e-07,1.829183406144632e-06,0.049320872873067856
fused_broadcast,fp32,2,1024,4096,512,0.16087040007114412,0.0004494695925578855,0.10910719931125641,0.06176640018820763,160.1898407948475,1.3912189987859675e-07,2.0154069802008435e-06,0.02432643063366413
eager,fp32,4,1024,4096,512,0.3176767975091934,0.0015140047698193925,0.31411839425563814,0.11086399927735328,162.23913095355496,0.0,0.0,0.0
fused_single,fp32,4,1024,4096,512,0.34396800100803376,0.001379923198089659,0.21729279756546022,0.11043199971318245,149.83837857288424,2.339192875023766e-07,3.684644926559763e-06,0.016801942139863968
fused_batched,fp32,4,1024,4096,512,0.29842880070209504,0.0012252702673109647,0.20089919716119767,0.11023360043764115,172.70319563911372,2.339192875023766e-07,3.684644926559763e-06,0.016801942139863968
fused_broadcast,fp32,4,1024,4096,512,0.2549407988786697,0.0005645156280871389,0.20044160038232803,0.066873599588871,202.16304247374896,1.7930210189563816e-07,3.104909409701929e-06,0.008124404586851597
eager,fp32,8,1024,4096,512,0.4927327990531921,0.0015583192639572665,0.49282559752464294,0.1302720010280609,209.19901273483572,0.0,0.0,0.0
fused_single,fp32,8,1024,4096,512,0.591023999452591,0.002000166650709145,0.421110400557518,0.1297760009765625,174.40783318354656,3.133268700054866e-07,6.475109769032986e-06,0.06042803078889847
fused_batched,fp32,8,1024,4096,512,0.5095903992652893,0.001248608325513376,0.3948640048503876,0.12955839782953263,202.2785657905177,3.133268700054866e-07,6.475109769032986e-06,0.06042803078889847
fused_broadcast,fp32,8,1024,4096,512,0.5132031977176666,0.000970513278657227,0.39847999811172485,0.12884159982204438,200.85458462148543,3.562320998713487e-07,6.70208706788909e-06,0.18401190638542175
eager,fp32,16,1024,4096,512,0.9677792072296143,0.0020194943240773584,0.9687648117542267,0.25890559554100034,213.02217351636804,0.0,0.0,0.0
fused_single,fp32,16,1024,4096,512,1.2728479862213136,0.0053357050805147065,0.9166559994220733,0.259513595700264,161.96626183148524,2.2136213876095216e-07,3.579366566894042e-06,0.12054978311061859
fused_batched,fp32,16,1024,4096,512,1.0514880061149596,0.013218382411869022,0.7981664001941681,0.2566111981868744,196.06351095692918,2.2136213876095216e-07,3.579366566894042e-06,0.12054978311061859
fused_broadcast,fp32,16,1024,4096,512,0.9865279912948608,0.0009703690684017272,0.7908799946308136,0.20819840133190154,208.97372606468886,2.733297133106075e-07,4.394536855276601e-06,1.9393939971923828
eager,fp32,32,1024,4096,512,1.7908639907836914,0.002780436710780691,1.8455168008804321,0.5257536053657532,230.23348648356483,0.0,0.0,0.0
fused_single,fp32,32,1024,4096,512,2.77914559841156,0.04533453872470584,1.8504191875457763,0.48620800077915194,148.3610144972838,2.788293181825729e-07,6.383028242917039e-06,0.13622541725635529
fused_batched,fp32,32,1024,4096,512,2.0309087514877318,0.001300777663184763,1.6477728247642518,0.499001607298851,203.0208694083175,2.788293181825729e-07,6.383028242917039e-06,0.13622541725635529
fused_broadcast,fp32,32,1024,4096,512,2.098857617378235,0.0023974243957960817,1.6275552034378051,0.4740671992301941,196.44822831338178,2.959005821881221e-07,5.582646012226284e-06,0.8512053489685059
eager,fp32,1,1024,4096,2048,0.264083194732666,0.0014342780794451902,0.2656992018222809,0.07141120061278343,195.16428375601126,0.0,0.0,0.0
fused_single,fp32,1,1024,4096,2048,0.2821056038141251,0.0006308272753778074,0.21986560076475142,0.07135360017418861,182.69614943898324,2.7570922500651524e-07,3.600858691981435e-06,0.8473760485649109
eager,fp32,2,1024,4096,2048,0.47514239847660067,0.0012032809618207866,0.47413759827613833,0.12853759974241258,216.94383712018143,0.0,0.0,0.0
fused_single,fp32,2,1024,4096,2048,0.583103996515274,0.0010445680981587047,0.41644799411296846,0.12837760001420975,176.776725455525,3.372378672379607e-07,6.990840727584914e-06,1.0973314046859741
fused_batched,fp32,2,1024,4096,2048,0.5211391985416413,0.0006474510380839811,0.4044960021972656,0.12798399925231935,197.79593512147508,3.372378672379607e-07,6.990840727584914e-06,1.0973314046859741
fused_broadcast,fp32,2,1024,4096,2048,0.5207935929298401,0.0011012884308476032,0.40372799932956693,0.1286752000451088,197.92719515634778,3.3258006961754273e-07,9.051016543109439e-06,0.034410011023283005
eager,fp32,4,1024,4096,2048,0.8837856113910675,0.0029254735939488784,0.8853823959827423,0.23893440067768096,233.2674661714725,0.0,0.0,0.0
fused_single,fp32,4,1024,4096,2048,1.1602623820304871,0.003599132079975577,0.8606591939926147,0.23827520310878753,177.68259438629545,2.584882061858139e-07,4.264410383798111e-06,0.8440778255462646
fused_batched,fp32,4,1024,4096,2048,1.0373023986816405,0.0031546919696874617,0.8349503993988037,0.2399616003036499,198.74477343349156,2.584882061858139e-07,4.264410383798111e-06,0.8440778255462646
fused_broadcast,fp32,4,1024,4096,2048,1.0553056001663208,0.004923755080718398,0.8499551892280579,0.21442879885435104,195.35424636760055,3.5131730378341993e-07,7.424925287816557e-06,0.27433469891548157
eager,fp32,8,1024,4096,2048,1.6966367959976196,0.005399071960800069,1.8129631996154785,0.4731744021177292,243.02010977756638,0.0,0.0,0.0
fused_single,fp32,8,1024,4096,2048,2.6698943614959716,0.04613572328250889,1.9314048051834107,0.43745280504226686,154.43190051346238,3.091943418929679e-07,5.96178495841655e-06,0.20281216502189636
fused_batched,fp32,8,1024,4096,2048,2.1077888011932373,0.018203770823494433,1.651641595363617,0.43631039559841156,195.61583218517143,3.091943418929679e-07,5.96178495841655e-06,0.20281216502189636
fused_broadcast,fp32,8,1024,4096,2048,2.1391968011856077,0.002031401079918719,1.6519616007804871,0.4807648003101349,192.7437719556618,3.1846731503055753e-07,7.08699241501237e-06,1.0278360843658447
eager,fp32,16,1024,4096,2048,3.364243197441101,0.017362810796319742,3.459872007369995,0.9244704067707061,245.11715486538847,0.0,0.0,0.0
fused_single,fp32,16,1024,4096,2048,5.016380786895752,0.24239964918191653,3.278979206085205,0.8672543942928315,164.38818260890076,2.7861446924239117e-07,6.596704429993399e-06,0.16128620505332947
fused_batched,fp32,16,1024,4096,2048,4.1193376064300535,0.015208421298033034,3.184124803543091,0.8627263963222503,200.18600066787275,2.7861446924239117e-07,6.596704429993399e-06,0.16128620505332947
fused_broadcast,fp32,16,1024,4096,2048,4.232307195663452,0.08114478493723826,3.153219199180603,0.9365344047546387,194.84259594316413,2.8371066678169364e-07,6.456555069741023e-06,2.1996726989746094
eager,fp32,32,1024,4096,2048,6.773638343811035,0.07126990011543352,7.142924833297729,1.8916895985603333,243.4832445949686,0.0,0.0,0.0
fused_single,fp32,32,1024,4096,2048,9.463174533843993,0.4203481340584182,6.642966413497925,1.7505792021751403,174.28268238798495,2.880700454474878e-07,7.031300382975157e-06,13.99775218963623
fused_batched,fp32,32,1024,4096,2048,8.517583990097046,0.2169922869156734,6.256991958618164,1.790723204612732,193.63089857188584,2.880700454474878e-07,7.031300382975157e-06,13.99775218963623
fused_broadcast,fp32,32,1024,4096,2048,8.073446369171142,0.14559009146772922,6.226396751403809,1.684720015525818,204.28295008706687,2.77454469799504e-07,6.865437426441742e-06,0.5667145848274231
eager,fp32,1,2048,8192,128,0.13467519879341125,0.0013411364765352578,0.13444159924983978,0.05359359979629517,95.67390286733603,0.0,0.0,0.0
