impl,dtype,B,H,Hff,L,total_ms,total_std_ms,stage1_ms,stage2_ms,tflops,err_out_rel_l2,err_rel_max_norm,err_max_rel_elem
fused_single,fp32,1,2048,8192,128,0.11581439971923828,0.001321789837719874,0.07260800004005433,0.053350400924682614,111.25474828031811,1.7244003213211605e-07,1.3603157798185105e-06,0.0049019609577953815
eager,fp32,2,2048,8192,128,0.31216959953308104,0.0019309367775050474,0.31086399853229524,0.12291520014405251,82.55065135921134,0.0,0.0,0.0
fused_single,fp32,2,2048,8192,128,0.26065599620342256,0.0008837584432238799,0.13755840063095093,0.11564799994230271,98.86518687983141,6.234511419948805e-08,6.700253574562178e-07,0.0008359456551261246
fused_batched,fp32,2,2048,8192,128,0.2276832014322281,0.001950189673159252,0.115990399569273,0.12265919893980026,113.1827188562728,6.234511419948805e-08,6.700253574562178e-07,0.0008359456551261246
fused_broadcast,fp32,2,2048,8192,128,0.1674815982580185,0.0006879449894671928,0.11447679921984673,0.0651871994137764,153.86647872979813,8.681319840561367e-08,7.760206223224785e-07,0.0017568627372384071
eager,fp32,4,2048,8192,128,0.46512000262737274,0.0018260228055277388,0.4649375945329666,0.16669440120458603,110.80926913670181,0.0,0.0,0.0
fused_single,fp32,4,2048,8192,128,0.4222528040409088,0.005236239486867324,0.2510912001132965,0.16385599970817566,122.0586507863823,1.9842209072783382e-07,2.5736852176596084e-06,0.1324063092470169
fused_batched,fp32,4,2048,8192,128,0.3553631991147995,0.0015629106975528857,0.20634559988975526,0.1644703984260559,145.03360978397262,1.9842209072783382e-07,2.5736852176596084e-06,0.1324063092470169
fused_broadcast,fp32,4,2048,8192,128,0.2841823935508728,0.0006976730835168734,0.20265280157327653,0.09371519982814788,181.3610157477038,2.0827968631504648e-07,2.662719367020698e-06,0.15374056994915009
eager,fp32,8,2048,8192,128,0.7126943945884705,0.0024963577662688143,0.7144480109214782,0.24296959936618806,144.63312169519838,0.0,0.0,0.0
fused_single,fp32,8,2048,8192,128,0.7494655966758728,0.004529272599475744,0.48723840415477754,0.24083839803934098,137.53695374569602,1.8268939169386122e-07,2.7882534191548285e-06,0.09659335762262344
fused_batched,fp32,8,2048,8192,128,0.6259359955787659,0.0020803698922106763,0.3961984008550644,0.2415839985013008,164.6801203830573,1.8268939169386122e-07,2.7882534191548285e-06,0.09659335762262344
fused_broadcast,fp32,8,2048,8192,128,0.5087135970592499,0.001095610551061335,0.4022847980260849,0.12096319943666459,202.62720654583634,1.2781900017207563e-07,1.3059925490247467e-06,0.03000761941075325
eager,fp32,16,2048,8192,128,1.324777615070343,0.003105768424170352,1.3306655883789062,0.41658239960670473,155.617386543064,0.0,0.0,0.0
fused_single,fp32,16,2048,8192,128,1.6154688119888305,0.0065988804608757955,1.1395296096801757,0.4194112002849579,127.61523384298268,1.833582043822047e-07,2.5435484695452015e-06,0.09439092874526978
fused_batched,fp32,16,2048,8192,128,1.2901536107063294,0.012744058100360642,0.8585023999214172,0.4240255981683731,159.79370866941414,1.833582043822047e-07,2.5435484695452015e-06,0.09439092874526978
fused_broadcast,fp32,16,2048,8192,128,1.1439551949501037,0.009094333285908904,0.9352000117301941,0.23132480084896087,180.215476198779,1.9451470589999575e-07,2.5906645070580295e-06,0.05505894497036934
eager,fp32,32,2048,8192,128,2.6107264041900633,0.0038908756080244466,2.6118528127670286,0.8391456067562103,157.93185366120923,0.0,0.0,0.0
fused_single,fp32,32,2048,8192,128,3.1460287809371947,0.04197264136632483,2.1114720344543456,0.820409607887268,131.05946865914296,2.100898317777625e-07,2.819132512652535e-06,0.09683064371347427
fused_batched,fp32,32,2048,8192,128,2.449132800102234,0.0429351524118786,1.7077343940734864,0.8337152004241943,168.35218588342318,2.100898317777625e-07,2.819132512652535e-06,0.09683064371347427
fused_broadcast,fp32,32,2048,8192,128,2.2674399852752685,0.003062761304222167,1.844646394252777,0.44194879829883577,181.84245805559635,1.926407865944279e-07,2.9870526534630384e-06,0.07032838463783264
eager,fp32,1,2048,8192,512,0.29155840277671813,0.0016045267965432784,0.2911456018686295,0.11404159963130951,176.77284228872034,0.0,0.0,0.0
fused_single,fp32,1,2048,8192,512,0.34189759790897367,0.0010507638930973824,0.2412767991423607,0.11083200052380562,150.74574336647382,1.100736613663999e-07,1.3724822602416812e-06,0.0064866370521485806
eager,fp32,2,2048,8192,512,0.5420063972473145,0.0014230228191239697,0.5414495944976807,0.21189119964838027,190.18080898584952,0.0,0.0,0.0
fused_single,fp32,2,2048,8192,512,0.6254239976406097,0.002033528939746602,0.41238080263137816,0.19935680329799652,164.8149343371261,1.9013767455665765e-07,2.9669091367224836e-06,0.12197709083557129
fused_batched,fp32,2,2048,8192,512,0.5737920045852661,0.001825835198594254,0.392111998796463,0.19520960003137589,179.64561074444583,1.9013767455665765e-07,2.9669091367224836e-06,0.12197709083557129
fused_broadcast,fp32,2,2048,8192,512,0.4908768028020859,0.004603268760837731,0.38246399760246275,0.11950400024652481,209.98999039186614,1.5894740266982265e-07,1.963717989388425e-06,0.010252125561237335
eager,fp32,4,2048,8192,512,0.8345919966697692,0.0017994228466261496,0.8396543979644775,0.28482880294322965,247.01702272562363,0.0,0.0,0.0
fused_single,fp32,4,2048,8192,512,1.120080018043518,0.001972171041483996,0.7939295947551728,0.2847104012966156,184.05687708642816,2.024344802114134e-07,3.093837870520233e-06,0.034568123519420624
fused_batched,fp32,4,2048,8192,512,1.0405311942100526,0.0011811753826156068,0.770035195350647,0.29119040071964264,198.12806319998003,2.024344802114134e-07,3.093837870520233e-06,0.034568123519420624
fused_broadcast,fp32,4,2048,8192,512,0.9763647973537445,0.0013007313938231803,0.7914176046848297,0.19739519953727722,211.148979118004,1.6293315889300678e-07,2.5818234195843536e-06,0.05813346803188324
eager,fp32,8,2048,8192,512,1.5436831831932067,0.004508376548087735,1.6292319893836975,0.5360895991325378,267.0994054382949,0.0,0.0,0.0
fused_single,fp32,8,2048,8192,512,2.4786816120147703,0.0031048532476235695,1.7559103965759277,0.4887295961380005,166.34522901908832,1.5091658776534116e-07,3.145759622304796e-06,0.1978750228881836
fused_batched,fp32,8,2048,8192,512,2.093340802192688,0.0012739788991822116,1.6239199995994569,0.4811904013156891,196.96595030494566,1.5091658776534116e-07,3.145759622304796e-06,0.1978750228881836
fused_broadcast,fp32,8,2048,8192,512,1.9878144025802613,0.009849139650891896,1.6090719819068908,0.3804256021976471,207.42221199363306,2.1056195589667604e-07,2.632417164412879e-06,0.3927886486053467
eager,fp32,16,2048,8192,512,3.0851808309555055,0.023193156319661096,3.2976128101348876,1.0932703971862794,267.28861807967485,0.0,0.0,0.0
fused_single,fp32,16,2048,8192,512,4.878086423873901,0.20983011393959233,3.322601580619812,0.9206751883029938,169.04860824034404,1.868951513089768e-07,2.734806454143232e-06,0.8212832808494568
fused_batched,fp32,16,2048,8192,512,4.249926376342773,0.038092111923693175,3.217539167404175,0.9281248033046723,194.03482503187016,1.868951513089768e-07,2.734806454143232e-06,0.8212832808494568
fused_broadcast,fp32,16,2048,8192,512,4.146352005004883,0.01836857156053639,3.3554207563400267,0.7460608005523681,198.88174468463367,3.474305098435912e-06,4.298542454418256e-05,3.6331045627593994
eager,fp32,32,2048,8192,512,6.4599775791168215,0.2934857556308961,6.530838346481323,2.0656415700912474,255.30544362810005,0.0,0.0,0.0
fused_single,fp32,32,2048,8192,512,8.854780864715575,0.3823013200446329,6.5258080005645756,1.7275871992111207,186.25728483422793,1.9984233661794375e-07,4.874417696997586e-06,0.6156806349754333
fused_batched,fp32,32,2048,8192,512,8.571712017059326,0.251366091198485,6.411436748504639,1.7385632038116454,192.4081721809653,1.9984233661794375e-07,4.874417696997586e-06,0.6156806349754333
fused_broadcast,fp32,32,2048,8192,512,8.836524868011475,0.28742863845018246,6.293232011795044,1.8717696070671082,186.64208682696125,2.8231227060656477e-06,4.036710583829347e-05,7.019970417022705
eager,fp32,1,2048,8192,2048,0.7793215930461883,0.0009055835148676417,0.7815104007720948,0.22517440021038054,264.535760394081,0.0,0.0,0.0
fused_single,fp32,1,2048,8192,2048,1.1373631954193115,0.011066322751762387,0.9086080074310303,0.2195040002465248,181.2599801350136,1.7522647836005732e-07,2.6412427479332384e-06,0.03588388115167618
eager,fp32,2,2048,8192,2048,1.504483199119568,0.005467183120416011,1.5168831944465637,0.4634528040885925,274.0588001629331,0.0,0.0,0.0
fused_single,fp32,2,2048,8192,2048,2.4639519929885862,0.03561581711540699,1.8255807995796203,0.4550880044698715,167.3396484952984,1.320443385999295e-07,2.466542195370438e-06,0.04266587644815445
fused_batched,fp32,2,2048,8192,2048,2.1738175630569456,0.013254530313893393,1.6606688261032105,0.4533504009246826,189.67408646573662,1.320443385999295e-07,2.466542195370438e-06,0.04266587644815445
fused_broadcast,fp32,2,2048,8192,2048,1.9637568116188049,0.001295565716004588,1.593503999710083,0.38049600422382357,209.96329992414405,1.603979653765225e-07,2.9068079904374928e-06,0.09705372899770737
eager,fp32,4,2048,8192,2048,2.9485024213790894,0.049795381703370556,3.1135584354400634,0.9257408022880554,279.6788345340065,0.0,0.0,0.0
fused_single,fp32,4,2048,8192,2048,4.633375978469848,0.13823341692116872,3.253279995918274,0.8614207983016968,177.9768628023862,1.5859539401182426e-07,2.44564107933215e-06,0.2471519559621811
fused_batched,fp32,4,2048,8192,2048,4.114387178421021,0.015853732299426455,3.1387679815292358,0.8617727935314179,200.4268643352301,1.5859539401182426e-07,2.44564107933215e-06,0.2471519559621811
fused_broadcast,fp32,4,2048,8192,2048,4.031270384788513,0.10757399057569267,3.1201855897903443,0.7224864006042481,204.55926844888663,3.075163807817124e-06,4.0522673263342256e-05,120.17604064941406
eager,fp32,8,2048,8192,2048,6.209059190750122,0.21005564432318377,6.255830383300781,1.9084736108779907,265.62276038872005,0.0,0.0,0.0
fused_single,fp32,8,2048,8192,2048,8.729408168792725,0.15991365829862117,6.671939182281494,1.690719997882843,188.9323319260134,2.0060662639833438e-07,6.2302697635484665e-06,1.779120683670044
fused_batched,fp32,8,2048,8192,2048,8.39077444076538,0.16139853517099195,6.319542312622071,1.6723359942436218,196.55723715456696,2.0060662639833438e-07,6.2302697635484665e-06,1.779120683670044
fused_broadcast,fp32,8,2048,8192,2048,8.288265609741211,0.3046901879708938,5.955603170394897,1.8054495930671692,198.98824667559077,2.5950901100416116e-06,3.427484437404513e-05,27.47317123413086
eager,fp32,16,2048,8192,2048,12.790326499938965,0.1955732905800665,13.110944080352784,4.071152019500732,257.89293833458754,0.0,0.0,0.0
fused_single,fp32,16,2048,8192,2048,17.251382255554198,0.27102459799336137,12.593103981018066,3.770736002922058,191.20409219765648,1.858605857754426e-07,4.557810164951414e-06,0.45465943217277527
fused_batched,fp32,16,2048,8192,2048,16.157817459106447,0.1543705295178194,12.066220664978028,4.238710427284241,204.14482906965665,1.858605857754426e-07,4.557810164951414e-06,0.45465943217277527
fused_broadcast,fp32,16,2048,8192,2048,16.647481536865236,0.6216828809323864,12.19275197982788,3.5744384050369264,198.14017369675503,1.9468971232851508e-07,4.5095297588398005e-06,0.8311688303947449
eager,fp32,32,2048,8192,2048,26.172841262817382,0.33366875429580284,27.291567993164062,8.836326408386231,252.05783737465944,0.0,0.0,0.0
fused_single,fp32,32,2048,8192,2048,35.01169624328613,0.6852825989692117,25.110768127441407,9.272815895080566,188.42474014440415,1.76877946317018e-07,2.596852799072612e-06,1.7510411739349365
fused_batched,fp32,32,2048,8192,2048,32.922586059570314,0.5643529497409966,23.973491287231447,10.042604923248291,200.38127487066853,1.76877946317018e-07,2.596852799072612e-06,1.7510411739349365
fused_broadcast,fp32,32,2048,8192,2048,32.25344333648682,0.3645012004986423,24.02136936187744,8.012361526489258,204.53846424493355,8.011538633253706e-07,2.6639413939511818e-05,35.18036651611328
